Chromosome Region	Start	End	gain
chr5	87993799	92860978	67
chr5	92860978	92993684	17
chr5	92993684	150055521	69
chr5	150055521	155475939	67
chr5	155475939	165732366	66
chr5	165732366	180915260	66
chr6	0	380985	99
chr6	380985	14956432	99
chr6	14956432	37148441	97
chr6	37148441	58674833	97
chr6	58674833	58741497	5
chr6	58741497	61000000	5
chr6	61000000	62020284	89
chr6	62020284	75230991	89
chr6	75230991	77475986	82
chr6	77475986	95933750	82
chr6	95933750	103734403	91
chr6	103734403	103763766	89
chr6	103763766	109350507	91
chr6	109350507	114945417	91
chr6	114945417	134406078	93
chr6	134406078	171115067	83
chr7	0	59900000	94
chr7	59900000	104887353	93
chr7	104887353	105009314	93
chr7	105009314	141712834	97
chr7	141712834	143856797	98
chr7	143856797	159138663	96
chr8	0	17392480	75
chr8	17392480	39233131	10
chr8	39233131	43736901	95
chr8	43736901	45600000	4
chr8	45600000	46940022	41
chr8	46940022	146364022	99
chr9	0	17398197	73
chr9	17398197	49000000	73
chr9	49000000	72083911	52
chr9	72083911	117659010	52
chr9	117659010	141213431	52
chr10	0	2579177	0
chr10	2579177	6924142	95
chr10	6924142	28855133	79
chr10	28855133	33312014	87
chr10	33312014	39000378	40
chr10	39000378	40200000	31
chr10	40200000	42853087	32
chr10	42853087	47051627	0
chr10	47051627	47067454	57
chr10	47067454	51545588	18
chr10	51545588	52806425	55
chr10	52806425	66553559	91
chr10	66553559	79191748	96
chr10	79191748	89119676	96
chr10	89119676	135534747	84
chr11	0	39471532	40
chr11	39471532	39542524	32
chr11	39542524	51193960	59
chr11	51193960	53700000	59
chr11	53700000	135006516	96
chr12	0	34756673	96
chr12	34756673	35800000	37
chr12	35800000	38134752	63
chr12	38134752	41815955	62
chr12	41815955	57962328	95
chr12	57962328	61380517	95
chr12	61380517	71544990	96
chr12	71544990	85111494	95
chr12	85111494	123656091	95
chr12	123656091	133851895	95
chr13	0	17900000	0
chr13	17900000	23762063	38
chr13	23762063	32248480	0
chr13	32248480	33549771	0
chr13	33549771	41973384	0
chr13	41973384	59538517	0
chr13	59538517	78660180	27
chr13	78660180	114776272	64
chr13	114776272	115169878	14
chr14	0	17600000	0
chr14	17600000	22182842	65
chr14	22182842	36632564	94
chr14	36632564	64423826	93
chr14	64423826	74097146	93
chr14	74097146	103874697	93
chr14	103874697	104556454	44
chr14	104556454	107349540	94
chr15	0	19000000	0
chr15	19000000	34460808	88
chr15	34460808	40986182	89
chr15	40986182	44947813	89
chr15	44947813	53241025	92
chr15	53241025	55521655	77
chr15	55521655	58832779	78
chr15	58832779	62429098	78
chr15	62429098	73031787	68
chr15	73031787	80298262	67
chr15	80298262	102531392	86
chr16	0	10303152	84
chr16	10303152	16291900	84
chr16	16291900	17234816	41
chr16	17234816	19129582	25
chr16	19129582	31368770	14
chr16	31368770	36600000	33
chr16	36600000	64614138	24
chr16	64614138	70855347	27
chr16	70855347	71201787	88
chr16	71201787	71202637	26
chr16	71202637	81878991	18
chr16	81878991	83590256	10
chr16	83590256	90354753	11
chr17	0	22062395	74
chr17	22062395	24000000	24
chr17	24000000	26703737	63
chr17	26703737	30235855	62
chr17	30235855	33731543	70
chr17	33731543	43580338	78
chr17	43580338	44240636	78
chr17	44240636	44784665	84
chr17	44784665	64888304	85
chr17	64888304	64889024	78
chr17	64889024	64889366	78
chr17	64889366	79656958	98
chr17	79656958	81195210	95
chr18	0	17200000	85
chr18	17200000	18560354	2
chr18	18560354	25380441	88
chr18	25380441	35503648	37
chr18	35503648	37749706	35
chr18	37749706	38258089	36
chr18	38258089	45461810	86
chr18	45461810	46012407	34
chr18	46012407	78077248	34
chr19	0	6702112	44
chr19	6702112	17249269	94
chr19	17249269	18920220	74
chr19	18920220	26500000	74
chr19	26500000	27838898	0
chr19	27838898	31720619	57
chr19	31720619	33567576	37
chr19	33567576	33839762	46
chr19	33839762	35139422	87
chr19	35139422	35864296	94
chr19	35864296	40996504	94
chr19	40996504	41839701	94
chr19	41839701	46853311	39
chr19	46853311	47416332	25
chr19	47416332	47692330	25
chr19	47692330	50506424	42
chr19	50506424	56497584	42
chr19	56497584	59128983	7
chr20	0	19415371	98
chr20	19415371	25853843	98
chr20	25853843	27500000	24
chr20	27500000	29471217	38
chr20	29471217	32485111	96
chr20	32485111	63025520	97
chr21	0	13200000	8
chr21	13200000	48129895	89
chr22	0	14700000	0
chr22	14700000	16634441	25
chr22	16634441	18885883	23
chr22	18885883	21460465	30
chr22	21460465	28784002	24
chr22	28784002	29319996	30
chr22	29319996	40439090	34
chr22	40439090	42444278	25
chr22	42444278	51304566	16
chrX	0	2390294	0
chrX	2390294	25233759	0
chrX	25233759	27239895	0
chrX	27239895	33087411	0
chrX	33087411	33746225	0
chrX	33746225	34521053	0
chrX	34521053	51251839	0
chrX	51251839	58344892	0
chrX	58344892	59336852	71
chrX	59336852	60600000	0
chrX	60600000	119569619	0
chrX	119569619	119885309	0
chrX	119885309	124992438	0
chrX	124992438	129747769	0
chrX	129747769	151031147	0
chrX	151031147	155270560	41
chrY	0	12500000	0
chrY	12500000	59373566	0
