Chromosome Region	Start	End	gain
chr3	162495759	162629241	17
chr3	162629241	187259379	27
chr3	187259379	188370618	24
chr3	188370618	198022430	24
chr4	0	1388479	0
chr4	1388479	9854530	20
chr4	9854530	10210168	51
chr4	10210168	11896171	50
chr4	11896171	14031250	30
chr4	14031250	34771911	28
chr4	34771911	34782777	49
chr4	34782777	34795786	50
chr4	34795786	34824454	5
chr4	34824454	43297564	5
chr4	43297564	44664591	41
chr4	44664591	50400000	41
chr4	50400000	52833741	0
chr4	52833741	53778176	0
chr4	53778176	57640575	0
chr4	57640575	69536970	0
chr4	69536970	70239985	0
chr4	70239985	77813812	0
chr4	77813812	111523034	0
chr4	111523034	112513634	0
chr4	112513634	115173678	0
chr4	115173678	115184351	13
chr4	115184351	147080203	0
chr4	147080203	161877009	0
chr4	161877009	191154276	0
chr5	0	48400000	13
chr5	48400000	49520000	4
chr5	49520000	64708132	0
chr5	64708132	66859979	0
chr5	66859979	78640457	0
chr5	78640457	81801629	0
chr5	81801629	95690454	0
chr5	95690454	119340119	0
chr5	119340119	123477471	0
chr5	123477471	140759605	0
chr5	140759605	140794022	0
chr5	140794022	140911052	0
chr5	140911052	155475939	0
chr5	155475939	155498132	21
chr5	155498132	160629771	0
chr5	160629771	163147320	0
chr5	163147320	180915260	0
chr6	0	11602739	0
chr6	11602739	20036833	0
chr6	20036833	29837158	12
chr6	29837158	31810939	2
chr6	31810939	36630015	2
chr6	36630015	47212976	0
chr6	47212976	50002203	0
chr6	50002203	58348953	0
chr6	58348953	61000000	12
chr6	61000000	62357676	13
chr6	62357676	63166549	2
chr6	63166549	63737279	56
chr6	63737279	77034061	52
chr6	77034061	81781380	22
chr6	81781380	106044148	0
chr6	106044148	112411098	0
chr6	112411098	121580244	0
chr6	121580244	147549869	0
chr6	147549869	171115067	0
chr7	0	8681718	0
chr7	8681718	17672253	0
chr7	17672253	40983465	0
chr7	40983465	46883406	27
chr7	46883406	57950944	53
chr7	57950944	59900000	0
chr7	59900000	61628365	9
chr7	61628365	65063887	2
chr7	65063887	76364543	0
chr7	76364543	78489538	0
chr7	78489538	79726672	2
chr7	79726672	80792506	11
chr7	80792506	84444866	19
chr7	84444866	89189417	19
chr7	89189417	89457786	10
chr7	89457786	100520772	9
chr7	100520772	111843015	30
chr7	111843015	115040114	26
chr7	115040114	129473350	5
chr7	129473350	133221287	9
chr7	133221287	159138663	32
chr8	0	9878846	0
chr8	9878846	24973309	0
chr8	24973309	24984149	0
chr8	24984149	24991187	0
chr8	24991187	34710755	0
chr8	34710755	35906972	0
chr8	35906972	39299176	0
chr8	39299176	39369691	0
chr8	39369691	42375515	0
chr8	42375515	43430222	0
chr8	43430222	45600000	4
chr8	45600000	63339667	71
chr8	63339667	103377194	69
chr8	103377194	110887307	76
chr8	110887307	119050337	78
chr8	119050337	124789059	79
chr8	124789059	130838080	99
chr8	130838080	146364022	98
chr9	0	6334512	0
chr9	6334512	22336496	0
chr9	22336496	30930219	0
chr9	30930219	33871137	0
chr9	33871137	38919096	0
chr9	38919096	39771660	0
chr9	39771660	49000000	0
chr9	49000000	66563945	0
chr9	66563945	66630502	3
chr9	66630502	69972125	0
chr9	69972125	70633256	0
chr9	70633256	70942213	0
chr9	70942213	78427115	0
chr9	78427115	78761005	0
chr9	78761005	87971241	0
chr9	87971241	97718528	0
chr9	97718528	103573944	0
chr9	103573944	107671570	0
chr9	107671570	109825338	0
chr9	109825338	112032960	0
chr9	112032960	128495305	0
chr9	128495305	141213431	0
chr10	0	21667900	58
chr10	21667900	23996438	59
chr10	23996438	25071193	61
chr10	25071193	40200000	13
chr10	40200000	42631233	2
chr10	42631233	47057252	0
chr10	47057252	47067419	0
chr10	47067419	51780328	0
chr10	51780328	52783720	0
chr10	52783720	70429661	1
chr10	70429661	82839268	1
chr10	82839268	96132136	0
chr10	96132136	110193919	0
chr10	110193919	116461076	0
chr10	116461076	124401122	0
chr10	124401122	135534747	0
chr11	0	10861454	0
chr11	10861454	26680979	16
chr11	26680979	45001628	21
chr11	45001628	51126923	1
chr11	51126923	53700000	6
chr11	53700000	58193504	7
chr11	58193504	65089118	10
chr11	65089118	67455722	23
chr11	67455722	67770606	23
chr11	67770606	73757590	84
chr11	73757590	78957116	0
chr11	78957116	96977142	0
chr11	96977142	107046162	0
chr11	107046162	121615592	0
chr11	121615592	126191367	0
chr11	126191367	134298991	0
chr11	134298991	135006516	0
chr12	0	1448500	60
chr12	1448500	1586037	60
chr12	1586037	2673219	60
chr12	2673219	11298976	80
chr12	11298976	19742896	81
chr12	19742896	31656852	81
chr12	31656852	33631763	46
chr12	33631763	35800000	47
chr12	35800000	44810763	55
chr12	44810763	51155015	55
chr12	51155015	90640659	55
chr12	90640659	99877469	51
chr12	99877469	117396163	71
chr12	117396163	121797391	70
chr12	121797391	133851895	62
chr13	0	17900000	0
chr13	17900000	20040358	0
chr13	20040358	24233960	0
chr13	24233960	57754683	0
chr13	57754683	80331924	0
chr13	80331924	93015593	0
chr13	93015593	115169878	0
chr14	0	17600000	0
chr14	17600000	19108176	0
chr14	19108176	22084479	59
chr14	22084479	23432148	19
chr14	23432148	29278028	0
chr14	29278028	38274237	0
chr14	38274237	48509208	0
chr14	48509208	50562820	0
chr14	50562820	53767589	0
chr14	53767589	54950914	0
chr14	54950914	57065914	0
chr14	57065914	64709922	0
chr14	64709922	83411352	0
chr14	83411352	107349540	0
chr15	0	19000000	0
chr15	19000000	20101641	0
chr15	20101641	29510247	54
chr15	29510247	53088932	43
chr15	53088932	66358500	48
chr15	66358500	72033985	46
chr15	72033985	75608498	45
chr15	75608498	77402681	48
chr15	77402681	77762484	43
chr15	77762484	92583790	46
chr15	92583790	95049686	70
chr15	95049686	102531392	68
chr16	0	8575158	0
chr16	8575158	23339366	0
chr16	23339366	25316135	0
chr16	25316135	25737464	0
chr16	25737464	36600000	0
chr16	36600000	46491374	0
chr16	46491374	48145112	17
chr16	48145112	53860933	0
chr16	53860933	56102822	0
chr16	56102822	59866624	0
chr16	59866624	70840723	0
chr16	70840723	70848239	0
chr16	70848239	71201787	0
chr16	71201787	90354753	0
chr17	0	10772885	0
chr17	10772885	22062395	0
chr17	22062395	22145506	0
chr17	22145506	24000000	0
chr17	24000000	25401211	0
chr17	25401211	40877056	0
chr17	40877056	41010638	0
chr17	41010638	43659384	0
chr17	43659384	44363267	0
chr17	44363267	44758647	0
chr17	44758647	46631354	0
chr17	46631354	55927645	36
chr17	55927645	56460641	31
chr17	56460641	81195210	36
chr18	0	15183047	25
chr18	15183047	17200000	50
chr18	17200000	18611243	0
chr18	18611243	19304875	50
chr18	19304875	19940645	46
chr18	19940645	20353652	29
chr18	20353652	21707575	32
chr18	21707575	24387628	35
chr18	24387628	25139588	36
chr18	25139588	25592147	30
chr18	25592147	27692213	28
chr18	27692213	31268490	32
chr18	31268490	34225806	0
chr18	34225806	43515280	0
chr18	43515280	45341275	0
chr18	45341275	47598379	0
chr18	47598379	52347788	0
chr18	52347788	56021520	0
chr18	56021520	78077248	0
chr19	0	14715823	0
chr19	14715823	16791260	58
chr19	16791260	17968162	62
chr19	17968162	21038378	0
chr19	21038378	21201428	24
chr19	21201428	23225561	61
chr19	23225561	23760233	8
chr19	23760233	26500000	9
chr19	26500000	28156224	10
chr19	28156224	31889275	0
chr19	31889275	34111989	6
chr19	34111989	34705453	55
chr19	34705453	39511176	55
chr19	39511176	40605358	55
chr19	40605358	40676184	0
chr19	40676184	44255588	0
chr19	44255588	45097141	0
chr19	45097141	45602046	0
chr19	45602046	48464495	0
chr19	48464495	51137068	0
chr19	51137068	59128983	0
chr20	0	27500000	70
chr20	27500000	29529915	2
chr20	29529915	29540629	0
chr20	29540629	35602429	47
chr20	35602429	41594193	37
chr20	41594193	45561900	65
chr20	45561900	48507679	65
chr20	48507679	53262428	71
chr20	53262428	63025520	0
chr21	0	13200000	0
chr21	13200000	15970762	30
chr21	15970762	32522722	56
chr21	32522722	34846379	58
chr21	34846379	37063642	52
chr21	37063642	48129895	26
chr22	0	14700000	0
chr22	14700000	16151161	0
chr22	16151161	17315480	20
chr22	17315480	17732219	0
chr22	17732219	24401931	0
chr22	24401931	28149283	0
chr22	28149283	28682712	0
chr22	28682712	29189494	0
chr22	29189494	31432843	0
chr22	31432843	31589574	0
chr22	31589574	31700640	0
chr22	31700640	38757114	0
chr22	38757114	38832615	0
chr22	38832615	39303063	0
chr22	39303063	41605107	0
chr22	41605107	42055787	0
chr22	42055787	42579065	0
chr22	42579065	48322719	0
chr22	48322719	51304566	0
chrX	0	2316083	0
chrX	2316083	2684878	0
chrX	2684878	3487722	0
chrX	3487722	6022967	0
chrX	6022967	18317310	0
chrX	18317310	28836972	0
chrX	28836972	32912247	0
chrX	32912247	47594908	0
chrX	47594908	51864777	0
chrX	51864777	59140942	0
chrX	59140942	60600000	0
chrX	60600000	62134504	0
chrX	62134504	71953717	0
chrX	71953717	73658204	0
chrX	73658204	99284747	0
chrX	99284747	100227032	0
chrX	100227032	113475833	0
chrX	113475833	118500196	0
chrX	118500196	123201912	0
chrX	123201912	153558354	0
chrX	153558354	153564687	0
chrX	153564687	155270560	0
chrY	0	12500000	0
chrY	12500000	59373566	0
